origin_airport_code,origin_airport,origin_airport_id,origin_airport_latitude,origin_airport_longitude,origin_city,origin_country,destination_airport_code,destination_airport,destination_airport_id,destination_airport_latitude,destination_airport_longitude,destination_city,destination_country
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,DFW,Dallas Fort Worth International Airport,3670,32.896801,-97.038002,Dallas-Fort Worth,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,DGO,General Guadalupe Victoria International Airport,1801,24.12420082,-104.5279999,Durango,Mexico
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,FAT,Fresno Yosemite International Airport,3687,36.77619934082031,-119.7180023,Fresno,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,FRA,Frankfurt am Main Airport,340,50.033333,8.570556,Frankfurt,Germany
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,GDL,Don Miguel Hidalgo Y Costilla International Airport,1804,20.521799087524414,-103.310997,Guadalajara,Mexico
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,HND,Tokyo Haneda International Airport,2359,35.552299,139.779999,Tokyo,Japan
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,HNL,Daniel K Inouye International Airport,3728,21.32062,-157.924228,Honolulu,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,ICN,Incheon International Airport,3930,37.46910095214844,126.45099639892578,Seoul,South Korea
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,ICT,Wichita Eisenhower National Airport,3457,37.649899,-97.433098,Wichita,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,ITO,Hilo International Airport,3415,19.721399307250977,-155.0480042,Hilo,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,JFK,John F Kennedy International Airport,3797,40.63980103,-73.77890015,New York,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,KOA,Ellison Onizuka Kona International At Keahole Airport,3514,19.738783,-156.045603,Kona,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,LAS,McCarran International Airport,3877,36.08010101,-115.1520004,Las Vegas,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,LHR,London Heathrow Airport,507,51.4706,-0.461941,London,United Kingdom
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,LIH,Lihue Airport,3602,21.97599983215332,-159.3390045,Lihue,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,MEX,Licenciado Benito Juarez International Airport,1824,19.4363,-99.072098,Mexico City,Mexico
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,MRY,Monterey Peninsula Airport,3948,36.58700180053711,-121.8430023,Monterey,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,3858,44.882,-93.221802,Minneapolis,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,MSY,Louis Armstrong New Orleans International Airport,3861,29.99340057373047,-90.25800323,New Orleans,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,MUC,Munich Airport,346,48.353802,11.7861,Munich,Germany
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,NRT,Narita International Airport,2279,35.76470184,140.3860016,Tokyo,Japan
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,OGG,Kahului Airport,3456,20.8986,-156.429993,Kahului,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,OKC,Will Rogers World Airport,3863,35.39310073852539,-97.60070038,Oklahoma City,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,PDX,Portland International Airport,3720,45.58869934,-122.5979996,Portland,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,PEK,Beijing Capital International Airport,3364,40.080101013183594,116.58499908447266,Beijing,China
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,PHX,Phoenix Sky Harbor International Airport,3462,33.43429946899414,-112.012001,Phoenix,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,PIT,Pittsburgh International Airport,3570,40.49150085,-80.23290253,Pittsburgh,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,PSP,Palm Springs International Airport,3839,33.82970047,-116.5070038,Palm Springs,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,PTY,Tocumen International Airport,1871,9.071359634,-79.38349915,Panama City,Panama
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,PVG,Shanghai Pudong International Airport,3406,31.143400192260742,121.80500030517578,Shanghai,China
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,PVR,Licenciado Gustavo Díaz Ordaz International Airport,1836,20.680099487304688,-105.2539978,Puerto Vallarta,Mexico
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,RNO,Reno Tahoe International Airport,3807,39.49909973144531,-119.7679977,Reno,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,SAL,Monseñor Óscar Arnulfo Romero International Airport,1892,13.4409,-89.055702,San Salvador,El Salvador
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,SAN,San Diego International Airport,3731,32.73360062,-117.1900024,San Diego,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,SAT,San Antonio International Airport,3621,29.533700942993164,-98.46980286,San Antonio,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,SBA,Santa Barbara Municipal Airport,3949,34.42620087,-119.8399963,Santa Barbara,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,SBP,San Luis County Regional Airport,5768,35.236801147499996,-120.6419983,San Luis Obispo,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,SEA,Seattle Tacoma International Airport,3577,47.449001,-122.308998,Seattle,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,SFO,San Francisco International Airport,3469,37.61899948120117,-122.375,San Francisco,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,SJC,Norman Y. Mineta San Jose International Airport,3748,37.362598,-121.929001,San Jose,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,SJD,Los Cabos International Airport,1840,23.15180015563965,-109.7210007,San Jose Del Cabo,Mexico
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,SLC,Salt Lake City International Airport,3536,40.78839874267578,-111.9779968,Salt Lake City,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,SMF,Sacramento International Airport,3817,38.69540023803711,-121.5910034,Sacramento,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,SMX,Santa Maria Pub/Capt G Allan Hancock Field,5772,34.89889908,-120.4570007,Santa Maria,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,SYD,Sydney Kingsford Smith International Airport,3361,-33.94609833,151.177002,Sydney,Australia
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,TUS,Tucson International Airport,3636,32.11610031,-110.9410019,Tucson,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,YLW,Kelowna International Airport,87,49.95610046,-119.3779984,Kelowna,Canada
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,YUL,Montreal / Pierre Elliott Trudeau International Airport,146,45.47060013,-73.74079895,Montreal,Canada
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,YUM,Yuma MCAS/Yuma International Airport,3596,32.65660095,-114.6060028,Yuma,United States
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,YVR,Vancouver International Airport,156,49.19390106,-123.1839981,Vancouver,Canada
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,YYZ,Lester B. Pearson International Airport,193,43.67720032,-79.63059998,Toronto,Canada
LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States,ZRH,Zürich Airport,1678,47.464699,8.54917,Zurich,Switzerland
LBB,Lubbock Preston Smith International Airport,3829,33.663601,-101.822998,Lubbock,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
LBB,Lubbock Preston Smith International Airport,3829,33.663601,-101.822998,Lubbock,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
LBL,Liberal Mid-America Regional Airport,4341,37.0442009,-100.9599991,Liberal,United States,DDC,Dodge City Regional Airport,5733,37.76340103149414,-99.96559906,Dodge City,United States
LBL,Liberal Mid-America Regional Airport,4341,37.0442009,-100.9599991,Liberal,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
LCH,Lake Charles Regional Airport,3513,30.126100540161133,-93.22329712,Lake Charles,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
LED,Pulkovo Airport,2948,59.80030059814453,30.262500762939453,St. Petersburg,Russia,VIE,Vienna International Airport,1613,48.11029816,16.56970024,Vienna,Austria
LEX,Blue Grass Airport,4017,38.03649902,-84.60590363,Lexington KY,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
LEX,Blue Grass Airport,4017,38.03649902,-84.60590363,Lexington KY,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
LFT,Lafayette Regional Airport,3493,30.20529938,-91.98760223,Lafayette,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
LFW,Lomé-Tokoin Airport,298,6.165609836578369,1.2545100450515747,Lome,Togo,BRU,Brussels Airport,302,50.901401519800004,4.48443985,Brussels,Belgium
LGA,La Guardia Airport,3697,40.77719879,-73.87259674,New York,United States,CLE,Cleveland Hopkins International Airport,3486,41.4117012,-81.84980011,Cleveland,United States
LGA,La Guardia Airport,3697,40.77719879,-73.87259674,New York,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
LGA,La Guardia Airport,3697,40.77719879,-73.87259674,New York,United States,IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States
LGA,La Guardia Airport,3697,40.77719879,-73.87259674,New York,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
LGA,La Guardia Airport,3697,40.77719879,-73.87259674,New York,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
LGA,La Guardia Airport,3697,40.77719879,-73.87259674,New York,United States,YOW,Ottawa Macdonald-Cartier International Airport,100,45.32249832,-75.66919708,Ottawa,Canada
LGA,La Guardia Airport,3697,40.77719879,-73.87259674,New York,United States,YUL,Montreal / Pierre Elliott Trudeau International Airport,146,45.47060013,-73.74079895,Montreal,Canada
LGA,La Guardia Airport,3697,40.77719879,-73.87259674,New York,United States,YYZ,Lester B. Pearson International Airport,193,43.67720032,-79.63059998,Toronto,Canada
LHR,London Heathrow Airport,507,51.4706,-0.461941,London,United Kingdom,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
LHR,London Heathrow Airport,507,51.4706,-0.461941,London,United Kingdom,IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States
LHR,London Heathrow Airport,507,51.4706,-0.461941,London,United Kingdom,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
LHR,London Heathrow Airport,507,51.4706,-0.461941,London,United Kingdom,LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States
LHR,London Heathrow Airport,507,51.4706,-0.461941,London,United Kingdom,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
LHR,London Heathrow Airport,507,51.4706,-0.461941,London,United Kingdom,SFO,San Francisco International Airport,3469,37.61899948120117,-122.375,San Francisco,United States
LIH,Lihue Airport,3602,21.97599983215332,-159.3390045,Lihue,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
LIH,Lihue Airport,3602,21.97599983215332,-159.3390045,Lihue,United States,HNL,Daniel K Inouye International Airport,3728,21.32062,-157.924228,Honolulu,United States
LIH,Lihue Airport,3602,21.97599983215332,-159.3390045,Lihue,United States,LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States
LIH,Lihue Airport,3602,21.97599983215332,-159.3390045,Lihue,United States,SFO,San Francisco International Airport,3469,37.61899948120117,-122.375,San Francisco,United States
LIM,Jorge Chávez International Airport,2789,-12.0219,-77.114305,Lima,Peru,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
LIM,Jorge Chávez International Airport,2789,-12.0219,-77.114305,Lima,Peru,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
LIM,Jorge Chávez International Airport,2789,-12.0219,-77.114305,Lima,Peru,MIA,Miami International Airport,3576,25.79319953918457,-80.29060364,Miami,United States
LIR,Daniel Oduber Quiros International Airport,1881,10.5933,-85.544403,Liberia,Costa Rica,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
LIR,Daniel Oduber Quiros International Airport,1881,10.5933,-85.544403,Liberia,Costa Rica,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
LIS,Humberto Delgado Airport (Lisbon Portela Airport),1638,38.7813,-9.13592,Lisbon,Portugal,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
LIS,Humberto Delgado Airport (Lisbon Portela Airport),1638,38.7813,-9.13592,Lisbon,Portugal,MIA,Miami International Airport,3576,25.79319953918457,-80.29060364,Miami,United States
LIS,Humberto Delgado Airport (Lisbon Portela Airport),1638,38.7813,-9.13592,Lisbon,Portugal,TMS,São Tomé International Airport,973,0.3781749904155731,6.7121500968933105,Sao Tome,Sao Tome and Principe
LIT,Bill & Hillary Clinton National Airport/Adams Field,3660,34.729400634799994,-92.22429657,Little Rock,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
LIT,Bill & Hillary Clinton National Airport/Adams Field,3660,34.729400634799994,-92.22429657,Little Rock,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
LIT,Bill & Hillary Clinton National Airport/Adams Field,3660,34.729400634799994,-92.22429657,Little Rock,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
LMT,Crater Lake-Klamath Regional Airport,5750,42.156101,-121.733002,Klamath Falls,United States,PDX,Portland International Airport,3720,45.58869934,-122.5979996,Portland,United States
LMT,Crater Lake-Klamath Regional Airport,5750,42.156101,-121.733002,Klamath Falls,United States,SFO,San Francisco International Airport,3469,37.61899948120117,-122.375,San Francisco,United States
LNK,Lincoln Airport,3543,40.85100173950195,-96.75920105,Lincoln,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
LNK,Lincoln Airport,3543,40.85100173950195,-96.75920105,Lincoln,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
LOS,Murtala Muhammed International Airport,273,6.5773701667785645,3.321160078048706,Lagos,Nigeria,FRA,Frankfurt am Main Airport,340,50.033333,8.570556,Frankfurt,Germany
LOS,Murtala Muhammed International Airport,273,6.5773701667785645,3.321160078048706,Lagos,Nigeria,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
LOS,Murtala Muhammed International Airport,273,6.5773701667785645,3.321160078048706,Lagos,Nigeria,PHC,Port Harcourt International Airport,275,5.0154900550842285,6.949590206,Port Hartcourt,Nigeria
LRD,Laredo International Airport,3691,27.543800354003906,-99.46160126,Laredo,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
LWB,Greenbrier Valley Airport,6958,37.85829926,-80.39949799,Lewisburg,United States,IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States
MAD,Adolfo Suárez Madrid–Barajas Airport,1229,40.471926,-3.56264,Madrid,Spain,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
MAF,Midland International Airport,3652,31.94249916,-102.2020035,Midland,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
MAF,Midland International Airport,3652,31.94249916,-102.2020035,Midland,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
MAJ,Marshall Islands International Airport,2249,7.064760208129883,171.27200317382812,Majuro,Marshall Islands,HNL,Daniel K Inouye International Airport,3728,21.32062,-157.924228,Honolulu,United States
MAJ,Marshall Islands International Airport,2249,7.064760208129883,171.27200317382812,Majuro,Marshall Islands,KWA,Bucholz Army Air Field,2251,8.720120429992676,167.73199462890625,Kwajalein,Marshall Islands
MAN,Manchester Airport,478,53.35369873046875,-2.274950027,Manchester,United Kingdom,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
MBJ,Sangster International Airport,1780,18.503700256347656,-77.91339874,Montego Bay,Jamaica,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
MBJ,Sangster International Airport,1780,18.503700256347656,-77.91339874,Montego Bay,Jamaica,IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States
MBJ,Sangster International Airport,1780,18.503700256347656,-77.91339874,Montego Bay,Jamaica,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
MBS,MBS International Airport,4128,43.532901763916016,-84.07959747,Saginaw,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
MCI,Kansas City International Airport,3458,39.2976,-94.713898,Kansas City,United States,CLE,Cleveland Hopkins International Airport,3486,41.4117012,-81.84980011,Cleveland,United States
MCI,Kansas City International Airport,3458,39.2976,-94.713898,Kansas City,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
MCI,Kansas City International Airport,3458,39.2976,-94.713898,Kansas City,United States,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
MCI,Kansas City International Airport,3458,39.2976,-94.713898,Kansas City,United States,IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States
MCI,Kansas City International Airport,3458,39.2976,-94.713898,Kansas City,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
MCI,Kansas City International Airport,3458,39.2976,-94.713898,Kansas City,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
MCI,Kansas City International Airport,3458,39.2976,-94.713898,Kansas City,United States,SFO,San Francisco International Airport,3469,37.61899948120117,-122.375,San Francisco,United States
MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States,CLE,Cleveland Hopkins International Airport,3486,41.4117012,-81.84980011,Cleveland,United States
MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States,FLL,Fort Lauderdale Hollywood International Airport,3533,26.072599,-80.152702,Fort Lauderdale,United States
MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States,FRA,Frankfurt am Main Airport,340,50.033333,8.570556,Frankfurt,Germany
MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States,GNV,Gainesville Regional Airport,3472,29.69009972,-82.27179718,Gainesville,United States
MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States,IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States
MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States,LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States
MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States,MHH,Leonard M Thompson International Airport,1930,26.5114,-77.083503,Marsh Harbor,Bahamas
MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States,PNS,Pensacola Regional Airport,3564,30.47340012,-87.18659973,Pensacola,United States
MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States,PTY,Tocumen International Airport,1871,9.071359634,-79.38349915,Panama City,Panama
MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States,RSW,Southwest Florida International Airport,3793,26.53619956970215,-81.75520325,Fort Myers,United States
MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States,SFO,San Francisco International Airport,3469,37.61899948120117,-122.375,San Francisco,United States
MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States,TLH,Tallahassee Regional Airport,3698,30.396499633789062,-84.35030365,Tallahassee,United States
MCT,Muscat International Airport,2194,23.593299865722656,58.284400939941406,Muscat,Oman,AUH,Abu Dhabi International Airport,2179,24.433000564575195,54.651100158691406,Abu Dhabi,United Arab Emirates
MDE,Jose Maria Córdova International Airport,2745,6.16454,-75.4231,Rio Negro,Colombia,MIA,Miami International Airport,3576,25.79319953918457,-80.29060364,Miami,United States
MDT,Harrisburg International Airport,3542,40.19350052,-76.76339722,Harrisburg,United States,IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States
MDT,Harrisburg International Airport,3542,40.19350052,-76.76339722,Harrisburg,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
MEL,Melbourne International Airport,3339,-37.673302,144.843002,Melbourne,Australia,SYD,Sydney Kingsford Smith International Airport,3361,-33.94609833,151.177002,Sydney,Australia
MEM,Memphis International Airport,3473,35.04240036010742,-89.97669983,Memphis,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
MEM,Memphis International Airport,3473,35.04240036010742,-89.97669983,Memphis,United States,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
MEM,Memphis International Airport,3473,35.04240036010742,-89.97669983,Memphis,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
MEM,Memphis International Airport,3473,35.04240036010742,-89.97669983,Memphis,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
MEX,Licenciado Benito Juarez International Airport,1824,19.4363,-99.072098,Mexico City,Mexico,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
MEX,Licenciado Benito Juarez International Airport,1824,19.4363,-99.072098,Mexico City,Mexico,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
MEX,Licenciado Benito Juarez International Airport,1824,19.4363,-99.072098,Mexico City,Mexico,IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States
MEX,Licenciado Benito Juarez International Airport,1824,19.4363,-99.072098,Mexico City,Mexico,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
MEX,Licenciado Benito Juarez International Airport,1824,19.4363,-99.072098,Mexico City,Mexico,LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States
MEX,Licenciado Benito Juarez International Airport,1824,19.4363,-99.072098,Mexico City,Mexico,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
MEX,Licenciado Benito Juarez International Airport,1824,19.4363,-99.072098,Mexico City,Mexico,SFO,San Francisco International Airport,3469,37.61899948120117,-122.375,San Francisco,United States
MFE,Mc Allen Miller International Airport,3826,26.17580032,-98.23860168,Mcallen,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
MFR,Rogue Valley International Medford Airport,4101,42.37419891357422,-122.8730011,Medford,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
MFR,Rogue Valley International Medford Airport,4101,42.37419891357422,-122.8730011,Medford,United States,SFO,San Francisco International Airport,3469,37.61899948120117,-122.375,San Francisco,United States
MGA,Augusto C. Sandino (Managua) International Airport,1863,12.141500473022461,-86.16819763,Managua,Nicaragua,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
MGW,Morgantown Municipal Walter L. Bill Hart Field,4284,39.64289856,-79.91629791,Morgantown,United States,CKB,North Central West Virginia Airport,5730,39.29660034,-80.22810364,Clarksburg,United States
MGW,Morgantown Municipal Walter L. Bill Hart Field,4284,39.64289856,-79.91629791,Morgantown,United States,IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States
MHH,Leonard M Thompson International Airport,1930,26.5114,-77.083503,Marsh Harbor,Bahamas,FLL,Fort Lauderdale Hollywood International Airport,3533,26.072599,-80.152702,Fort Lauderdale,United States
MHH,Leonard M Thompson International Airport,1930,26.5114,-77.083503,Marsh Harbor,Bahamas,JAX,Jacksonville International Airport,3712,30.49410057067871,-81.68789673,Jacksonville,United States
MHH,Leonard M Thompson International Airport,1930,26.5114,-77.083503,Marsh Harbor,Bahamas,MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States
MHH,Leonard M Thompson International Airport,1930,26.5114,-77.083503,Marsh Harbor,Bahamas,PBI,Palm Beach International Airport,3722,26.68320083618164,-80.09559631,West Palm Beach,United States
MHT,Manchester-Boston Regional Airport,4011,42.932598,-71.435699,Manchester NH,United States,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
MHT,Manchester-Boston Regional Airport,4011,42.932598,-71.435699,Manchester NH,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
